sentence,label
" quick question, to pay for a second bag, do I have to do it online or can I do it at the airport?",2
"IMPORTANT UPDATE! Our CEO Brian Beaulieu has broadened the scope of his COVID-19 webinar. Expect more on the oil prices drop, stock market developments, retail sales, and unfolding situations in China and Italy. Learn more and register: https://t.co/3muKagEw4p https://t.co/uOuyUfjRyW",1
"I did not know the extend of scarcity reaction crisis until I went to a local Metro grocery store! I managed to fill a grocery shopping card probably for 1-2 months, but should watch it carefully! #war 
#Covid_19 #CoronavirusPandemic https://t.co/ObcvNsL2hw",0
@MSMWatchdog2013 @SBSNews @ambrepiano What crap and how selfish can you get? I'm watching terrified oldies crying and too scared to go to the supermarket down here. Put them up in 5 star hotels and send anyone who complains to Christmas Island- then they ,0
@FlippinKath #coronavirus #tlna my big fear is purely money as I am a self employed Taxi Driver. If we go to lockdown Gov. Should hire us to help with online shopping deliveries as retailers would not be able to cope. Win-win!,1
"Hawkins Construction have been commissioned by their client to create a new warehouse facility due to the increase in food demand. We will continue to ensure all our employees and supply chain follow all site rules introduced in respect to COVID-19.
#foodmanufacturing #StaySafe https://t.co/E5RAAOOXL2",1
"In all seriousness, how much am I really at risk for getting covid-19? Im 43 and have asthma and chronic bronchitis and take Advair daily. My husband is worried about me going to the supermarket. Is he being over cautious?",0
"#Germany #Bergneustadt #NRW #Coronavirus

The police had to carry a blocked toilet paper buyer from a consumer market in Bergneustadt in Nordrhein-Westfalen. The 54-year-old wanted to buy several packages of toilet paper before the incident on Wednesday.",0
"Our Director Niki is taking a look at Global #Oil Prices - The Next Victim of #Coronavirus and Megalomaniacs ?

https://t.co/A6M9qj5l3l

#COVID19 #OilPriceWar #oilprice https://t.co/S7sOfczz35",0
"New #Widji blog post; What are we doing about COVID-19?, read it here: https://t.co/aaGZJfOU1e #Widji20 #itsMYcamp! #Coronavirus #COVID19 #Socialdistancing #handwashing #Prevention #sanitizer #screening #Muskoka #ResilientYouth https://t.co/9gpKKw5VqT",2
"Retailers who address the organisational challenge of ship-from-store now may find it continues to be a useful tool after COVID-19. #retail #supplychain 

https://t.co/9Dhnia4elj",1
 I have contacted them but only got an automated response that won't give me the code.,0
"Putting my feet up and having a well earned rest, 7 days straight of working has knackered me out just wish people would stop panic buying and take the pressure off people like me working in warehouses desperately trying to get food out to shops #Covid_19",0
Getting public areas disinfected around the city. https://t.co/I0LcFBwkq8,2
"In light of the #coronavirus pandemic, is this really a safe time for @PriceChopper to ban disposable bags? At the very least, we shouldnt be charged for paper bags. I think the hike in their prices should be enough to provide bags to their customers for our safety.",1
" finally made it to rep, who solved my problem.",1
 diverted and missed our connecting flight. Was just told that my bag is on it's way to MSY. If you only had people that cared,0
"Food pantries are noticing higher demand but less intake. Meanwhile, a housing assistance nonprofit is receiving more calls from people who need help paying rent. The coronavirus' impact on certain nonprofits, plus how you can help. https://t.co/yvfZRqXKs0",1
"Americans: I need to go to the store to stock up on food and supplies because of Coronavirus.

Also Americans: I'm going to stand in line for hours in a crowded warehouse to buy aforementioned food and supplies.

#coronavirus 
#coronapocalypse 
#panicbuying",2
 my in-laws flight Cancelled Flighted 4 tonight. U auto rebooked 4 flight on Tuesday that doesn't work. Can you help reFlight Booking Problems them?,0
"@AnnMari19013784 @ajitxsingh Any certified supplier, distributor and supermarket would not sell infected meat. And no scientist has ever discovered covid 19 from pork. And learn some basic information about 'virus' &amp; 'bacteria'. Virus doesn't survive ",1
Here in Byo the responce for covid 19 has been overwhelming. Prices in supermarket were just spot on and ready for the pandemic. Price pandemic,1
 Will never fly with you again! Terrible service!! Ruined our entire vacation!! #lostsuitcase #noreimbursement,0
"@MeghanMcCain And what have you done for low paying workers like nurses, cleaners, grocery store- &amp; warehouse workers recently..?
#EatTheRich #JeffBezos #COVID2019",1
Stock markets in freefall today due to #Covid_19 fears. Shares in Irish agri-food companies are down across the board. Kerry shares have fallen below 100 and Glanbia now down below 10 @farmersjournal #CoronavirusPandemic #COVID19ireland https://t.co/JjftteyQGe,0
 it is really embarrassing when asking for complimentary drink/snack detailed here: https://t.co/9zA6xb1h89 &amp; being argued with.,0
Just saw a guy in the supermarket with 10 pints of milk 6 tubs of butter and 8 packs of cheese How dairy   19,2
"So I've seen some b.s. (behind a paywall &amp; Mudrock trash) about a Supermarket worker wage freeze?
Because of Covid-19?
Or else ""jobs will go?""
So let me just comment this:",1
Ive been eating lasagna and muffins for 40 years and I feel terrible -me after eating too much pasta because it was the only thing left in the grocery store. #ParksAndRec #coronavirus #SelfIsolation,0
"@CPPuneCity @PuneCityPolice Thank you for your efforts throughout this fight against #coronavirus
We are with you in this fight.
I hope traders won't hoard the goods and raise the prices as many of our citizen were doing their jobs on daily wages
#S",1
First #Covid_19 cases in #Kazakhstan since yesterday. Going to a supermarket today: People seem to buy much more stuff than usually. Prices are rising (they changed price tags right in front of me) and for some reason almost no toilet paper left.,0
"Nice assurance from #Malaysia PM but there are panic buying &amp; shortages of essential supplies in Msia too. It's political suicide for the new PM to allow full food supplies to #Singapore when supermarket shelves in Msia are empty

#coronavirus #COVID19 https://t.co/S66HC3Ayh8",0
If you re facing short term financial issues because of contact your bank to see what they can do for you For example some banks might be open to waive certain fees or delay payments Learn more,0
"if COVID-19 would like to leave soon, my bank account cant deal with the level of online shopping its being put through?",1
 yes - tells me the only way to mod plans is to call the 4322 number.,2
Given all the cons and events being canceled due to #Covid_19 I really hope businesses that serve travelers are reconsidering cancellation policies to help ease the financial burdens on the consumer.,1
"Dear Readers,

The magnitude of misinformation spreading in the wake of the COVID-19 pandemic is overwhelming our small team. Were seeing scores of people, in a rush to find any comfort, make things worse as they share (sometimes dangerous) misinformation.",0
"Our local supermarket this morning. Staff had to close an isle for saftey yesterday as shoppers where taking the stuff off the shelves before they could stock them. No milk, no rice, no toilet paper, no bread, no pasta. #bonkers #cronovirus #COVID2019IRELAND #Covid_19 #covid19UK https://t.co/GdQtcepAFU",0
While oil prices plummet as does natural gas none of this matters to us State governments are trying to hand over our lives to dirty energy corps We have 9 5 years to replace fracked gas with clean energy manufacturing We must fight and fight hard,1
To all of you queuing at supermarket doors at 5am ready to storm the shops yeah you ll get a bit of bread if you re lucky but if you wait till 3pm like me you can get the real essentials isn t the problem WE ARE Stop panic buying there s no need for it,0
"I get washing down your groceries, I really do. Everything is scary as fuck.

But the real danger is the people youre standing next to at the grocery store.

And the egregious lack of Medicare for all in this shithole country.
#Covid_19",0
A rare sight (of #emptiness) at the local #supermarket @HEB #Lockdown #SanAntonio #coronavirus https://t.co/yMWwigwvW8,2
One thing Covid-19 has showcased heightened traits of selfishness. Supermarkets r empty. Stockpiling is still happening. Entire family of 4-6 visits the supermarket to forge the limit of buying only 3 of the same item. Need is to care 4 ur fellow beings too.,0
 - could you please send me a phone # to the refunds department?  We have submitted our claim through email without success.,0
Dear World did you stock up enough food Central African Republik 19,1
This stock piling is disgusting. Care homes and elderly struggling for food because people have been so greedy and shameless. People should be embarrased if they're a part of this. Never realised this was such a selfish generation. PROTECT THE VULNERABLE. #covid19UK #coronavirus,0
If your a shopkeeper and are making a killing out of your loyal customers by inflating prices during this crisis. I hope when its over they remember and never enter your premises again! #CoronaVirus #Covid19,0
 yes. Thank you. Oct 25-oct 31,1
#NoMoney. #NoFood. #NoFoodBank. #NoCrisisPayment. #NoChanceOfSurvival. #UCPeopleStarve In the #UKLockdown. I would rather have the #CoronaVirus and Die. #Icantwaittofuckingdie.,0
Nigeria s Sterling Bank s nonperforming loans fell to 2 2 of total loans in 2019 from 8 7 in 2018 Lower NPLs should help it withstand a drop in asset quality that will likely result from low oil prices and outbreak,0
I think we could all use a LITTLE toilet paper right now. ? #toiletpaper #corona #coronavirus #lockdown #COVID19 https://t.co/4eOIPAcE3P,2
 Flight 211/ORD gate agent tried to prevent me from taking onboard a bag I've used for 15 years! Flight crew was more reasonable!,0
"#COVID?19 #COVID19 #coronavirus  
Financial Crisis of the Past

1637 - Tulipmania. Speculation by traders in the Netherlands led to wildly inflate prices of Tulips and Tulip bulbs.

1797 - Land speculation bubble led to downturns in UK and the US",0
"People at the supermarket this morning:
#Covid_19 #COVID19nz #ShopNormally https://t.co/NDqtzlJxLV",2
"NHS workers, delivery drivers, supermarket staff... Which jobs are safe now? #coronavirus #Covid19 https://t.co/xM4J3LQOYE",1
" of course it wasn't your intention, issue lies in lack of response. she did contact you directly; she sat on hold for 50 mins",0
"@drfahrettinkoca ?ZLEY?N?ZZZZ

Antalya'da ya?ayan Frans?z Türkiye'nin ald??? tedbirleri övüyor: ""Burada dezenfektan? ve maskeyi ücretsiz veriyorlar. Arad???n?z her ?ey markette var."" diyor

 https://t.co/bGGFRKbro5 #Hay?rl?Cumalar #cumartesi T",2
had to bear higher due to a delay in delivery of new and volatility in prices That followed by the onset of has severely dented the What s in store for companies,0
What is your grocery store doing to protect vulnerable employees? #Covid_19 #GroceryWorkers,1
"@jidesanwoolu thank God for those recovering from Covid 19, please, what is the government doing with the lockdown, people are hungry, no money to buy food and prices of foodstuffs have gone high, help the living also.....",1
@piersmorgan please start this on your programm please lift all parking &amp; congestion charge payments for Key &amp; Supermarket workers while we are on lock down for Covid-19,1
"@JennLStevens I think that my buying habits are temporary and will not be changed for the future. COVID-19 requires us to buy everything online. But once this is all over, I will go back to shopping in stores like I used to. I never was a big fan of onlin",1
Trend is already away from the high street and to online shopping. #Coronavirus pandemic may be the final nail in that coffin.,2
#FOMC minutes: ALARM over the #coronavirus. Disruption in economic activities sparked the actions: Volatility in asset prices.Rates will ... https://t.co/ipKoHSu7lb,0
"@CMOfficeAssam @sarbanandsonwal Respected Sir,
Except few all most 97% people of Assam following government institutions and aware regarding COVID-19 but one important request to you 
1. In the very beginning stage of  LOCKDOWN situation grocery price",1
"Helping the elderly pack their trolleys at the supermarket early this morning in Sydney, the queues are mad pre 7am... Police have arrived in case Gladice starts throwing a few headbutts in the direction of Norm over the 24 pack of Andrex.

Tbc.

#coronavirus #australialockdown https://t.co/JOzuYy2uUZ",0
 hi I left my asus tablet on flight to Heathrow from Newark on 16th feb and wondered how long it takes for someone to check if found?,2
" web app won't let me upgrade seats, call center wait time is 20 minutes plus, just want to get more legroom but it's a pita",0
"""I'm not allowed to buy any more water. There's a crisis going on!""

This shopper filmed the moment he was asked to leave a supermarket after he was told he could not purchase any more bottles of water.

Are you for or against supermarkets putting limits on what you can buy? https://t.co/qxlqXKIvC8",0
What a crazy time to be high af in the grocery store.. #Coronavirus,0
This Beijing shopping mall is the busiest I ve seen it since start of pandemic Early signs just possibly of that pent up consumer demand officials are banking on 19,0
First the U.S.-China trade war dealt a blow to #copper pricesthen the #coronavirus hit supply and demand. https://t.co/2ozpAMlO8e #mining,0
How much toilet paper do we really need? #Covid_19 #klopapier #toiletpaper #coronavirus https://t.co/wphPOo24Ih,2
"QUARANTINE DIARY

Day 1: I have stocked up on enough non-perishable food and supplies to last me for months, maybe years, so that I can remain in isolation for as long as it takes to see out this pandemic

Day 1 + 45 minutes: I am in the supermarket because I wanted a Twix",0
 As a Million Miler I've been delayed plenty. NEVER in the amateurish way@SilverAirwsys does it. I'd be embarrassed to be affiliated.,0
"Dear Valued Customer, 
If you are trying to think of a way to help out us essential front line grocery store employees, I'll give you an idea. #Covid_19 #coronavirus #COVIDIOTS #Ottawa #pandemic2020",1
"Make sure your hand sanitizer has alcohol (at least 60%)! #coronavirus 

https://t.co/EhFNPuUpqt",1
 Toby hates you lol,0
"#Nedina broadens online shopping platform to benefit customers, businesses in #Qatar
#YourSafetyIsMySafety  #coronavirus #covid_19 #Qatar #forqatarstayhome  https://t.co/s8Bx4FyLXy",1
"The rippling negative effect of covid-19 on food supply chains is likely gonna usher in a catastrophic 2021.

I don't want to suggest panic buy, but we are likely to have food shortages in a few months time https://t.co/XfWNRi8pcS",0
#Coronavirus: The Dubai Mall to open virtual store on https://t.co/GENRko7OJr https://t.co/UIYKDZgYii,2
"If you are looking for in-stock items to stock up your pantry for back up or emergency food, I will be posting some items today.  Keep checking if they sell out or show out of stock for you.
----&gt; https://t.co/Ig918u9TiM
https://t.co/Ig918u9TiM
#emergencyfood
#coronavirus https://t.co/lmlF1g8hmC",0
" Im just saying change can be amazing, like Miami. 😉",2
"@cspanwj Drive by testing and financial planners? 
Security of test teams requires you go to them
https://t.co/XD01eIsIey

Financial planners?
People need money to pay bills and buy food. Putting money in the stock market isn't what it is for.",1
"During all this #coronavirus panic it's always good to give back to families in need. Donate food, time or money at the #SAFoodBank or any food bank near you https://t.co/2l7t4C4YSs",0
 you need to have a look at your handling of flight 106 and 104. Company of yours size should have protocols in place to help,0
i will now be wearing my tpwk covid-19 prevention tshirt everytime i leave my house to go to the supermarket ??,0
"NEW ALERT!!
REDUCED PRICES DUE TO #coronavirus #onlineclasses  #QuarantineCats #TotalLockdown 

Hire me: For your assignments/research papers/ Essays/ labreports/ Annotated bibliographies/ spring classes:
My response team is 24/7
I take cashapp/venmo and Paypal. 

We will conquer https://t.co/ks6hOKrwmd",1
JUST IN A healthcare provider in called to say someone from Waterloo with a positive case of stopped at a Gravenhurst grocery store before self isolating in Muskoka The audio has been changed 19,1
" Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks",0
"Using our real-time Search data, weve been helping brands around the world navigate the daily changes in consumer behavior in relation to #Coronavirus. Our latest Impact study reveals key insights here: https://t.co/n4noiGb1nq https://t.co/VWDmOqgVHb",1
 Are you announcing any more winners to the #DestinationDragons @Imaginedragons  show @VelourLive in UTAH this weekend? #Lucky,2
Particles carrying the coronavirus can remain in the air longer than previously thought according to researchers,2
"Amazon, Walmart, eBay pushed by states to stop illegal price gougers 
Not hard to find inflated prices for any home cleaning or disinfecting product (if you can even find them) or food essentials
#COVID19 #coronavirus

https://t.co/ZagOvP9HnR",0
" once he found out we had a problem he avoided me like the plague. Was told ""we can't find a supervisor.""",0
"Normally I work in a supermarket cafe. But today I have been on the shop floor filling shelves

It amazes me how we have been advised to stay away from pubs, clubs and restaurants.... But the number of people going into shops and supermarkets is unreal!!
#Covid_19 #CoronaCrisisuk",1
"???? ????????? ?? 200 ML ???? ?? ????? ???? 100 ??. ?? ???? ???? ????? ???? ???? ?? ?????? ?? ???? ?? ??? ?????? ??? ??????? ?? ?????? 30 ??? 2020 ?? ???? ??? ??? ???? ??????? 3/3
@drharshvardhan
@narendramodi #IndiaFightsCorona",2
"The Consumer Watchdog has seen an increase in complaints from consumers about price gouging.
#FBCNews #FijiNews #Fiji 
More: https://t.co/ZBDYgKFIH8 https://t.co/bGL3JKa8sG",0
"While we all take the necessary steps to maintain the well-being of our communities, we also want to remind you to protect yourself and your information from recent scams regarding COVID-19. ? The FTC shares red flags to look for below: https://t.co/EcvtCd2Llr",1
"So its nine supermarket shops now, and still no loo rolls ! ? #ToiletRollChallenge #PanicBuyingUK #COVID2019",0
Improving consumer access to financial advice during COVID-19 @SenatorHume #auspol https://t.co/0E05lCUIrO,1
"Key Worker status confirmed by Management today via email. The office will not close and it will be business as usual. Looking forward to free pizza and priority supermarket entry*
*This will not happen. #Coronavirus #Covid19 #Coronacrisis",1
 customer service is the WORST. hanging up on customers intentionally after one hour on hold.,0
 You could only get us on a flight 30 minutes before the funeral starts. We're stranded in Dallas w/o luggage for 2 days,0
"To all the people who emptied the supermarket shelves, please don't forget to buy the Christmas tree as well. Nobody knows how long #coronavirus crisis will last for. For safety reasons, buy a silver one this year. You'll be reminded of colloidal silver water. https://t.co/Y2IZGUP1LN",0
 any updates with the DOT looking at the united fares from London to the US from last week?,2
The kids in my neighbourhood drew this outside our local grocery store. #ProtectTheNHS #StayHomeSaveLives #ThankYouNHS #? https://t.co/pVCJbHlf7K,2
How COVID-19 affected US consumer prices in March https://t.co/EPFg6eLRAB https://t.co/w4dJUMpdqz,0
 the 5:50 is sold out too?,2
"Just went to the grocery store to buy some stuff and noticed that the Maggi shelf was completely empty.
.
.
.
.
You know what wasnt even touched? Veg Atta Noodles placed right next to it. Take the hint, @Nestle 
#corona #coronago #gocorona #coronavirus",0
Food banks around the US are facing increased demand while simultaneously facing logistical difficulties with supplies and challenges finding volunteers due to COVID-19. https://t.co/9GHtx4iMZY,0
 I guess I have to redo the Flight Booking Problems. Ugh!,0
"In my household of five adults and one child, all five adults were working until this week. Now only one, a grocery store clerk, soldiers on. The rest of us are called off (no paychecks). #COVID2019 #Trumpdemic",0
"  at 9:05am after the plane left: ""why were there no agents and why were the doors closed so early?""",0
@MSNBC now is not the time for anti Israel rhetoric - if you allow these lies from your staff you are responsible for antisemitism re Ayman Mohyeldin  The last time I saw a supermarket this empty was in #Gaza (and it wasnt because of the #Coronavirus),0
" customer svc worse than the #WinterWeather !  Flight Cancelled Flighted, website malfunction, on hold for &gt;1:34. http://t.co/PgwUkrpMOx",0
FCPC CEO Michael Graydon explains how Canada s food and consumer products industry is responding to The road ahead will be challenging but Canadians are in good hands op ed here,1
 Did yall get rid of the Austin to Cabo flights all together? There's zero non-stop in Aug and Sept,0
Yes it s funny that even in a pandemic no one likes Manhattan clam chowder but more importantly what s left at stores says a lot about human psychology and what s wrong with our industrialized capitalist food system New from me for,1
"Im going to create a new battle Royale game based on the #Covid_19 pandemic.

Set in a gigantic Kroger. 200 people enter 1 leaves. You can use anything found in a grocery store to fight and loot.

Winner gets toilet paper and Lysol",1
 have all 747-400s been updated with power outlets and seat-back TVs yet? Flying ORD to Tokyo-Narita on the 28th,2
Happy Monday Here Are My In Financial Markets Global Cases Slow Dow Futures Rally 800 Points Oil Slips Gold Prices Jump Amazon To Delay Prime Day coming soon DIA SPY QQQ CL F,1
The crisis is likely to accelerate a slow move toward automation as online demand overwhelms operations and threatens profits,0
 325 minute delay - this is absurd. Feel free to provide credits... http://t.co/e09keJ9bv1,0
Let's spare a thought for the poor Tory MPs who have to finally admit that supermarket workers are important #coronavirus,0
With the Coronavirus going out and shopping for groceries might not be the best Check out this list of great online alternatives that deliver right to your door,1
 needs to pay for my car. I could have been on my flight if 4 help desks did not say it already left. Shame.,0
Grocery store apologizes for price hike amid the COVID-19 pandemic: https://t.co/ncO1x9VI5a https://t.co/BRsuqDok1K,1
 AND my luggage has been broken!! #youcouldntmakethis up #brokenwheel,0
"  A few years ago I lost over 50,000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note.",0
"The panic shopping is still happening at the grocery store near where I live in downtown Vancouver.

Now the canned beans, and canned pasta are selling out.

#covid19 #coronavirus https://t.co/Nq24WrD9iM",0
@Mike_Pence To read in the WSJ that farmers are destroying crops due to decreased wholesale demand but in same day see San Antonio food bank demand makes no sense. Call those farmers up and chew them out #coronavirus,0
Singer Kalie Shorr Contracted Coronavirus 'Despite Being Quarantined' Except for Supermarket Trips - PEOPLE #ArcticMonkeys https://t.co/KLl0MrSomG https://t.co/ikL5WCKDC2,2
 usually your lounge staff are fantastic! Except today in MCO where almost denied entry to lounge even though traveling united-first,0
 the drunk guy you threw out of flight UA936 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food.,0
 do you have a pair of tickets to the @Imaginedragons show in Atlanta?! I'd love to go! #DestinationDragons,2
 4914 from PHL to BGM. I cannot believe this has happened 2x in under two weeks!,0
"Alert! #Scammers are taking advantage of fears surrounding #Coronavirus. Use these tips to protect yourself ??https://t.co/Q6vO6cvkaM 
#ftc #fraud #secureyourinfo",1
 your people are kind and hardworking the infrastructure you have given them is horrid #massivefail #failphone #fail,0
"So With all this PR China has gotten over Covid-19, AliExpress can't even slash prices or do early black Friday ?",0
 does this process ever end? Still waiting for the reply since 2 months #pathetic #customerservice,0
Va a Dar Via i Ciapp gt gt gt Right now Asda supermarket in Wembley London,1
" incompetent/rude service today. Missed my connecting flight, then the customer service desk was terrible to me. Really upset w untd.",0
"@charlesdowding @srkitchengarden I think covid-19 is the reason. With supermarket shelves empty, many are concerned about their food supply. Your no dig method is the easiest, fastest and most efficient way to address their concerns. Thank you Charles!",1
Firefighters are personally going to the store to purchase groceries and other essential goods for seniors and others at high risk of contracting COVID 19,0
"@M2Madness @TammyRedmond So cabal unleashes a bioweapon to create fear &amp; panic. MSM runs with it forcing ppl to horde food/supplies, causing schools to shutdown and initiating lockdowns Nationwide! Whitehouse hijacks and will issue martial law under C",0
"Anybody else tired of hearing #NBA players testing positive for Coronavirus, can somebody find out if Karen from the grocery store got it? Cause i bought milk yesterday #NBATwitter #Trending #coronavirus no Karen's were hurt in the making of this tweet ??",0
"Im shopping at my local grocery store, looking at empty shelves, and a thought hit me. Companies should send out reps to retail stores and see what product is selling. Because for some of you, even during an apocalypse your stuff doesnt sell. #coronavirus #coronapocolypse",0
"Can you solve our #SocialDistancing puzzle and leave this supermarket while keeping a 3m distance from everyone else?
#TeachFromHome #PuzzleOfTheDay
https://t.co/WjDDWVHuCF https://t.co/2eBG30tJSZ",1
 I've called for 3 days and can't get thru. is there some secret method i can use that doesn't result in you hanging up on me?,0
As many Americans grapple with the unprecedented crisis is making available for   our 50th anniversary edition of Surviving Debt an invaluable resource for consumers and consumer advocates,0
 flight 838 now leaving after 6 hour mechanical delay. Need lodging voucher and meals tonight in st Thomas who do I see?,0
We went to our local grocery store today and noticed that the card section was completely out of get well cards. Not sure if this has a connection to #Covid_19 but its definitely strange.,1
 and now you can't even accommodate us by letting us fly in to another airport?! Horrible service for your fault!!!,2
"We support the @mayorbowser and @councilofdc in their efforts to protect DC residents and businesses during the #coronavirus public health emergency. We will continue to inform DC consumers and enforce utility consumer protections: https://t.co/8CYTzAPtmH
#YourEnergyYourVoice",1
 check in and it's still saying I haven't paid. I've called back twice was on hold for 30 minutes then they answered and hung up. I,0
 provide a voucher for one of my customers and I will tweet about you all day long #earnedmybusiness,1
We at CTSI are appalled by the price gouging amid the crisis Profiteering from selling in demand items at a time of need at exorbitant prices just know people will remember when this is over Anyone affected please contact the consumer helpline on 08082231133,0
Imran Niazi s govt must take immediate actions 1 Reduce Policy Rate to 9 2 Slash POL prices by Rs15 per litre 3 Stabilise Pak Rupee No devaluation 4 Stern action against Hoarders Mafias amp Profiteers to ensure price stability of items of daily use by public 19,0
 rebooked for Tuesday. Arriving too Late Flight for on Tuesday to start the class. Cancelled Flightled the trip.,0
 the worst customer service in Denver.,0
 thx - i managed to figure it out by trying diff confirmation #s as i booked. just annoying it's not readily available!,0
"2 US Republican #senators are facing calls to resign over allegations they used insider knowledge to sell shares before prices fell due to #coronavirus fears.

Richard Burr reportedly dumped up to $1.7m stocks &amp; Kelly Loeffler sold $3m!

https://t.co/jqvd9KI5nj",0
"This week my dad went to the grocery store and was followed (unintentionally) around the store by a man who was coughing the entire time. Dont do this, people! #Covid_19",2
"COVID-19 UPDATE:

As of Thursday, March 19, our Cafe seating area will be CLOSED until further notice. We encourage folks to call 254-985-2331 and place a To-Go Order!

The grocery side of the store (including the Bakery &amp; Meat Market) will remain open.",1
 Yes I can. But you guys should get your act together.,0
Update with Temporary Retail Store Closures FAQ: https://t.co/HLX4yDWP98,2
india I appreciate all your efforts fighting with COVID 19 Please consider hardship faced by the Importers It is the right time to consider their operational cost and to reduce the domestic prices,1
 bad weather shouldn't mean bad service,0
"@nahashon87 Actually bailing out industries is a good solution. It prevents a bad economy after #coronavirus. If pple are given money but prices hike, it won't help with anything.",1
The pandemic and plunging oil prices force ExxonMobil to cut spending,0
 pls get me back to Tallahassee:( no one should ever have to be stranded in Gainesville for this long😒,0
As the COVID 19 outbreak continues to spread fraudsters may try to profit on consumer s fears The Government of Canada has a list of potential scams and some tips to protect yourself,0
 WTH be honest with your customers.  This better be the last change or we are driving home.  Has our plane left or not!,0
"""First time Ive lived through a panic-storming of grocery stores. All I wanted was apples and yogurt."" 

STORY: Reports of lengthy lines, shelves running low at several Ontario grocery stores

#Coronavirus #COVID_19 #CoronaOutbreak

https://t.co/PwzWNI4Xnk",0
Craving a chicken sandwich? The drive thru at many fast food restaurants is still an option. But is the demand enough to keep the doors open? Washington Bureau Chief @J_Policastro finds what franchises say they need as we battle the #coronavirus outbreak: https://t.co/et5p4wHVxA https://t.co/Nu6NCH4r84,0
", on #unscheduled aircraft change, please have a better system in place, not worth the paid upgrade. #REFUND",0
 we need a new flight to Tucson,2
 Thanks for the upgrade- please try to get my company to approve more business class travel.,1
@JohnnyMercerUK @rentonMagaUK @piersmorgan Except for one small problem... supermarkets are no longer allowing any more registrations for online shopping or click &amp; collect. Theres no choice but to go to the shop. The weak link to spread the virus i,0
#Brands Should Continue #Advertising During #Coronavirus Crisis - But Do So Wisely says Global #Consumer Survey from @Kantar https://t.co/EzdGACrPOO,1
"#Trump just said we're not seeing empty shelves anymore. Come to #SouthFlorida &amp; check out #WinnDixie, #Publix , #Target &amp; #Walmart . No #toiletpaper &amp; many other paper products,  barely any water, meats, cleaning/sanitizing products. Stop #Gaslighting #coronavirus",0
"#GHETTOHEATMOVEMENT: #WORLDWIDE, Y'ALL ALRIGHT OUT THERE? THE #HICKSON IS INDOORS TAKIN' CARE OF #MAMAGHETTOHEAT BEHIND THE SCENES, DURIN' THIS #CORONAVIRUS OUTBREAK...SUPERMARKET SHOPPIN' DAILY: FEELIN' LIKE #THEHUNGERGAMES OUT HERE.... BOUGHT 20 BOTTLEShttps://t.co/Pm0miIXWTP",1
"This is a chaotic time for many of us. How best to deal with rent or mortgage payments, student loans, or other outstanding debts? To help you, were hosting a Facebook Live discussion Wednesday with @RichCordray, the first director of the @CFPB. https://t.co/Fge6HJFFOT",1
"Stay at home people take care of yourself and your loved ones #coronavirus stay safe, and stop hoarding tp and soap. Your clean hands won't matter if no one else's are. 
#coronavirus  #toiletpaper #stayhomechallenge #stockup",1
" nope. Called, lost the seating preference I paid for, and here I still sit. We'll see what happens w/ my flight Late Flightr.",0
"In Italy going to the supermarket is surprisingly calm... no fights over food, no stripped shelves and most certainly no abusing staff members for limiting food or any reason at all! And in almost every case its usually just one person shopping for a household!",0
"Once again #getwellsoon to all those in hospital due to Covid-19 illness, including those with underlying poor health, the old, the doctors, nurses, carers and health workers, the bus &amp; tube staff, supermarket staff, delivery drivers, teachers, police, prison staff...",0
"One App many benefits- you cannot ignore the importance of such apps in times like this.

#doctors #telemedicine 
#corona #covid19 
#washhand #sanitizer #sanitizeeverything #socialdistancing 
#healthylifestyle #healthcare #home #stayindoorsclub #indoor #coronavirus #medRabbits https://t.co/qCnyftDzie",1
All real estate is instantly devalued 40 Realtors listing houses at old world prices are going to be doing a lot of work for nothing,2
"Did you know if you lightly saute TP and then add everything but the bagel seasoning from Trader Joe's you can have enough food for a family of 4? STOCK UP PEOPLE! 

#coronapocolypse #Coronavid19 #ToiletPaperPanic #coronavirus #COVID?19",2
" Hi, did the discount award policy for credit card holders change? No longer seeing the chart of specials on the site. Thanks!",2
"Rural Iowa is struggling. We'll need help getting back on our feet  a long-overdue investment in rural America should prioritize infrastructure, rural hospitals, internet, jobs &amp; skills training in future careers like healthcare, tech &amp; clean energy. https://t.co/2DtJSTg9SI",1
Is coronavirus to blame for the slump in world oil prices? https://t.co/w3psQUHgXQ via @RFI_En,0
CALL FOR DONATIONS para sa ating mga kababayang nangangailangan As we all face this crisis quarantined families in the depressed areas don t have enough stock of food for the following days or weeks As one community LET S UNITE and HELP FIGHT COVID 19,0
Since everyone is panic buying like crazy and we are on a partial lockdown I ll share with you a list of Home Delivery in Malaysia Keep yourself safe at home during this covid 19 season Below are the list of online grocery shopping stores you can use Thread,1
" flt last nght Cancelled Flighted-mech.probs, flt this am Cancelled Flighted-snow, finally on a flt home. 1st cls empty &amp; they won't let me sit there",0
"If you go to a grocery store today, please see what's going on around you. Smile at the cashier. Crack a joke with the old guy who needs help reaching the cookies. Realuze that it's backbreaking work to keep the shelves stocked for you. 

And see it, in all its humanity.",1
 flt 470 Tampa to CLT is very Late Flight gonna miss conn to BOS what can you do?,0
